1|4166009098390000110902161620055407160116975865287
2|4166009098400000135683161620067807160116976761111
3|4166009098410000074867161620037407160116978876204
4|4166009098420000074867161620037407160116982902443
5|4166009098430000063467161620031707160116865848947
6|4166009098440000120800161620060407160116981755677
7|4166009098450000072333161620036107160116982714367
8|4166009098460000074867161620037407160116972903521
9|4166009098470000055033161620027507160116582872746
10|4166009098480000052627161620026307160116967820138
11|4166009098490000114847161620057407160116979696321
12|4166009098500000053830161620026907160118367897357
13|4166009098510000074867161620037407160116982844998
14|4166009098520000077400161620038707160116976760725
15|4166009098530000068533161620034207160116877888883
16|4166009098540000093200161620046607160116981836470
17|4166009098550000072333161620036107160116975796910
18|4166009098560000117823161620058907160116976701157
19|4166009098570000072333161620036107160116977755163
20|4166009098580000055033161620027507160116687752695
21|4166009098590000066000161620033007160116868771233
22|4166009098600000052627161620026307160116978692632
23|4166009098610000074867161620037407160116972893338
24|4166009098620000091838161620045907160116978685711
25|4166009098630000125116161620062507160116974767340
26|4166009098640000046369161620023107160116584717670
27|4166009098650000109540161620054707160116979722941
28|4166009098660000067267161620033607160116582820097
29|4166009098670000114847161620057407160116972812628
30|4166009098680000028683161620014307160118377875365
31|4166009098690000079553161620039707160116786780259
32|4166009098700000021277161620010607160118765703484
33|4166009098710000063467161620031707160116683776061
34|4166009098720000114847161620057407160116971869860
35|4166009098730000039140161620019507160116972894591
36|4166009098740000056300161620028107160116968852193
37|4166009098750000072333161620036107160116977897060
38|4166009098760000066595161620033207160116977693521
39|4166009098770000056237161620028107160116972815655
40|4166009098780000083733161620041807160116974831632
41|4166009098790000070348161620035107160116666826039
42|4166009098800000029823161620014907160116573822155
43|4166009098810000067267161620033607160116773678402
44|4166009098820000060933161620030407160116966752352
45|4166009098830000083353161620041607160116885658019
46|4166009098840000060427161620030207160116777687244
47|4166009098850000074867161620037407160116973763713
48|4166009098860000047813161620023907160116782897557
49|4166009098870000060933161620030407160116774743362
50|4166009098880000045647161620022807160118366855402
51|4166009098890000074867161620037407160116973829129
52|4166009098900000095923161620047907160116784719613
53|4166009098910000055033161620027507160116689909271
54|4166009098920000097285161620048607160116967702765
55|4166009098930000053830161620026907160116683810158
56|4166009098940000079933161620039907160116977907433
57|4166009098950000077147161620038507160116576651436
58|4166009098960000058400161620029207160116975820201
59|4166009098970000113358161620056607160116980817975
60|4166009098980000052627161620026307160116568888428
61|4166009098990000069800161620034907160116871699806
62|4166009099000000111583161620055707160116882791593
63|4166009099010000069800161620034907160116782694467
64|4166009099020000059667161620029807160116576733294
65|4166009099030000120800161620060407160116977699088
66|4166009099040000059667161620029807160116979706720
67|4166009099050000077400161620038707160116977852398
68|4166009099060000056237161620028107160118471907435
69|4166009099070000052627161620026307160116673743104
70|4166009099080000030963161620015407160118369806776
71|4166009099090000064480161620032207160116874650307
72|4166009099100000049137161620024507160118286794212
73| 0416600909911000004322516162002160716011698065649
74|4166009099120000047212161620023607160116790690318
75|4166009099130000081200161620040607160116973790006
76|4166009099140000074867161620037407160116977768780
77|4166009099150000056237161620028107160116590726760
78|4166009099160000074867161620037407160116972668888
79|4166009099170000041195161620020507160118287797941
80|4166009099180000036100161620018007160116976837776
81|4166009099190000026973161620013407160116569803398
82|4166009099200000083733161620041807160116885869926
83|4166009099210000105455161620052707160116982767561
84|4166009099220000062200161620031107160116690764359
85|4166009099230000056237161620028107160116779822617
86|4166009099240000071067161620035507160116868755519
87|4166009099250000024123161620012007160118265815438
88|4166009099260000025178161620012507160116669686611
89|4166009099270000059667161620029807160116975835996
90|4166009099280000068533161620034207160116585757661
91|4166009099290000053108161620026507160116569691725
92|4166009099300000063600161620031807160116973880709
93|4166009099310000036100161620018007160116978767636
94|4166009099320000059667161620029807160116686722656
95|4166009099330000057440161620028707160116869755810
96|4166009099340000050220161620025107160116790898937
97|4166009099350000025650161620012807160118273863154
98|4166009099360000110902161620055407160116980733319
99|4166009099370000034383161620017107160116683832268
100|4166009099380000061693161620030807160116773654032
101|4166009099390000117823161620058907160116977877792
102|4166009099400000055033161620027507160116978747642
103|4166009099410000062200161620031107160116683861980
104|4166009099420000120800161620060407160116982714198
105|4166009099430000049017161620024507160116974901322
106|4166009099440000063393161620031607160116678838095
107|4166009099450000055033161620027507160116979687651
108|4166009099460000120800161620060407160116977866325
109|4166009099470000117823161620058907160116975768202
110|4166009099480000050220161620025107160116786904011
111|4166009099490000028975161620014407160116866670349
112|4166009099500000042519161620021207160118286816445
113|4166009099510000108178161620054007160116974652184
114|4166009099520000110902161620055407160116975742147
115|4166009099530000072967161620036407160116977815365
116|4166009099540000077400161620038707160116972798036
117|4166009099550000076133161620038007160116974831788
118|4166009099560000072587161620036207160116970877410
119|4166009099570000047813161620023907160118265889744
120|4166009099580000050822161620025407160116581905578
121|4166009099590000166250161620083107160116973741889
122|4166009099600000074867161620037407160116983653945
123|4166009099610000072967161620036407160116982869229
124|4166009099620000064733161620032307160116889671321
125|4166009099630000087753161620043807160116882682590
126|4166009099640000032103161620016007160116590729453
127|4166009099650000059667161620029807160116780728299
128|4166009099660000048688161620024307160116681720304
129|4166009099670000072333161620036107160116973758196
130|4166009099680000059667161620029807160116581719063
131|4166009099690000090341161620045107160116889713807
132|4166009099700000123777161620061807160116982781686
133|4166009099710000055033161620027507160116982764826
134|4166009099720000076133161620038007160116981784406
135|4166009099730000074867161620037407160116973729501
136|4166009099740000074867161620037407160116978883413
137|4166009099750000071067161620035507160116878888394
138|4166009099760000074867161620037407160116977764128
139| 0416600909977000011782316162005890716011698267373
140|4166009099780000049137161620024507160118368870702
141|4166009099790000129730161620064807160116972724214
142|4166009099800000079933161620039907160116974677231
143|4166009099810000074867161620037407160116980718387
144|4166009099820000138660161620069307160116970813646
145|4166009099830000093200161620046607160116980688574
146|4166009099840000037803161620018907160116872709886
147|4166009099850000163868161620081907160116979801223
148|4166009099860000352744161620176307160117388679482
149|4166009099870000113080161620056507160116881799792
150|4166009099880000055033161620027507160116973791898
151|4166009099890000039992161620019907160116675740640
152|4166009099900000055800161620027907160116974732784
153|4166009099910000069927161620034907160116890905350
154|4166009099920000029823161620014907160116573858270
155|4166009099930000123777161620061807160116977752518
156|4166009099940000166250161620083107160116974749559
157|4166009099950000062200161620031107160116973670935
158|4166009099960000074867161620037407160116981846470
159|4166009099970000113358161620056607160116969690195
160|4166009099980000074867161620037407160116979844444
161|4166009099990000114847161620057407160116977687211
162|4166009100000000051063161620025507160116773850534
163|4166009100010000054071161620027007160116789650557
164|4166009100020000044203161620022107160116867815620
165|4166009100030000079933161620039907160116981810440
166|4166009100040000065873161620032907160116879715236
167|4166009100050000049017161620024507160118674738022
168| 0416600910006000011931216162005960716011697790368
169|4166009100070000036663161620018307160116675803699
170|4166009100080000074867161620037407160116978887616
171|4166009100090000120800161620060407160116983691864
172|4166009100100000067593161620033707160116981718636
173|4166009100110000057440161620028707160116981814922
174|4166009100120000093200161620046607160116979807169
175|4166009100130000034383161620017107160116775840441
176|4166009100140000079933161620039907160116979782508
177|4166009100150000109540161620054707160116889660587
178|4166009100160000158008161620079007160116978832902
179|4166009100170000079933161620039907160116977762547
180|4166009100180000034383161620017107160116678752108
181|4166009100190000066000161620033007160116690714638
182|4166009100200000041797161620020807160118476704508
183|4166009100210000074233161620037107160116789779615
184|4166009100220000093200161620046607160116981831524
185|4166009100230000060300161620030107160116679863314
186|4166009100240000074867161620037407160116974900316
187|4166009100250000060427161620030207160116687865769
188|4166009100260000051784161620025807160118379740148
189|4166009100270000069673161620034807160116679908174
190|4166009100280000029253161620014607160118270899262
191|4166009100290000135683161620067807160116979811151
192|4166009100300000012663161620006307160118274710579
193|4166009100310000069800161620034907160116788673207
194|4166009100320000055033161620027507160116977774598
195|4166009100330000055033161620027507160116665889038
196|4166009100340000120800161620060407160116979725282
197|4166009100350000074867161620037407160116890676382
198|4166009100360000023940161620011907160116679760230
199|4166009100370000110902161620055407160116975851500
200|4166009100380000106817161620053407160116982896261
201|4166009100390000116335161620058107160116978813028
202|4166009100400000043000161620021507160118289871636
203| 0416600910041000004721216162002360716011678966379
204|4166009100420000083733161620041807160116982724952
205|4166009100430000074867161620037407160116978680776
206|4166009100440000114847161620057407160116982818048
207|4166009100450000052627161620026307160116585868803
208|4166009100460000081200161620040607160116976766850
209|4166009100470000142381161620071107160116982852716
210|4166009100480000079933161620039907160116981809983
211|4166009100490000034383161620017107160116568833268
212|4166009100500000093745161620046807160116888794624
213|4166009100510000074867161620037407160116982706171
214|4166009100520000074867161620037407160116983746588
215|4166009100530000042085161620021007160116779768603
216|4166009100540000066633161620033307160116975889471
217|4166009100550000097285161620048607160116877889272
218|4166009100560000037005161620018507160118267762511
219|4166009100570000069800161620034907160117972873138
220|4166009100580000120800161620060407160116979811479
221|4166009100590000065873161620032907160116872709615
222|4166009100600000050220161620025107160118283709873
223|4166009100610000079933161620039907160116978715142
224| 0416600910062000006151316162003070716011698381794
225|4166009100630000074867161620037407160116975710782
226|4166009100640000036093161620018007160118471909665
227|4166009100650000059667161620029807160116971690325
228|4166009100660000077400161620038707160116982706268
229|4166009100670000182875161620091407160116976776612
230|4166009100680000064125161620032007160116978650887
231|4166009100690000055033161620027507160116976736032
232|4166009100700000153543161620076707160116982815707
233|4166009100710000100008161620050007160116876727350
234|4166009100720000072333161620036107160116681733625
235|4166009100730000042085161620021007160116779711714
236|4166009100740000076133161620038007160116973883253
237|4166009100750000048896161620024407160116774707901
238|4166009100760000074867161620037407160116981713064
239|4166009100770000074867161620037407160116976659550
240|4166009100780000071067161620035507160116871659411
241|4166009100790000055033161620027507160116977748585
242|4166009100800000077400161620038707160116980722894
243|4166009100810000077400161620038707160116975720466
244|4166009100820000009500161620004707160118570728749
245|4166009100830000072105161620036007160116781809830
